Shop Name,Links,S_type,S_rating_count,S_score,S_follower,S_variation,S_responserate_percent,S_responsetime,S_location,S_joined_month,Product_Name,P_price,Qsold,P_score,P_rating_count,P_fav_count,total_comments,t_pos_comments,t_neg_comments,PP,EPP
world_of_coffee_by_nescafe,https://shopee.co.th/NESCAFE-GOLD-200-g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%A2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-i.301388827.5549121790,Official Mall,435,4.9,890,14,100,within minutes,จังหวัดสมุทรปราการ,8.0,NESCAFE GOLD 200 g เนสกาแฟ โกลด์ คอฟฟี่ กาแฟสำเร็จรูปชนิดฟรีซดราย 200 กรัม กาแฟสำเร็จรูป กาแฟ,249,214,4.8,76,98,30,27,3,0.9,0.1261682242990650
nestle_foodbeverage_official,https://shopee.co.th/NESCAFE-GOLD-Crema-Intense-Jar-100g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%99%E0%B8%AA%E0%B9%8C-100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-2-%E0%B8%82%E0%B8%A7%E0%B8%94-Nestle-TH-i.164729718.7406462863,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,NESCAFE GOLD Crema Intense Jar 100g เนสกาแฟโกลด์ เครมา อินเทนส์ 100 กรัม 2 ขวด Nestle TH,268,366,5.0,201,123,78,78,0,1.0,0.21311475409836100
nestle_foodbeverage_official,https://shopee.co.th/-%E0%B8%9F%E0%B8%A3%E0%B8%B5!-%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9B%E0%B9%8B%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-NESCAFE-GOLD-Crema-Jar-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%B2-100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-2-%E0%B8%82%E0%B8%A7%E0%B8%94-i.164729718.9716254937,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,[ฟรี! กระเป๋าเนสกาแฟโกลด์] NESCAFE GOLD Crema Jar เนสกาแฟโกลด์ เครมมา 100 กรัม 2 ขวด,280,24,4.8,11,12,3,2,1,0.6666666666666670,0.08333333333333330
nestle_foodbeverage_official,https://shopee.co.th/Nescafe-Gold-3in1-CafeAuLait-Nosucrose-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-3%E0%B8%AD%E0%B8%B4%E0%B8%991-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%97%E0%B9%8C%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%95%E0%B8%B2%E0%B8%A5-15-%E0%B8%8B%E0%B8%AD%E0%B8%87-156-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-(3-%E0%B9%81%E0%B8%9E%E0%B9%87%E0%B8%84)-i.164729718.2512100981,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,Nescafe Gold 3in1 CafeAuLait Nosucrose เนสกาแฟโกลด์ 3อิน1 คาเฟ่โอเลท์ไม่มีน้ำตาล 15 ซอง 156 กรัม (3 แพ็ค),285,185,4.8,97,83,30,28,2,0.9333333333333330,0.15135135135135100
nestle_foodbeverage_official,https://shopee.co.th/-%E0%B8%9F%E0%B8%A3%E0%B8%B5!-%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9B%E0%B9%8B%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-NESCAFE-GOLD-Cafe-Au-Lait-Intenso-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%97%E0%B9%8C-15-%E0%B8%8B%E0%B8%AD%E0%B8%87-(3-%E0%B9%81%E0%B8%9E%E0%B9%87%E0%B8%84)-i.164729718.9516258069,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,[ฟรี! กระเป๋าเนสกาแฟ] NESCAFE GOLD Cafe Au Lait Intenso เนสกาแฟโกลด์ คาเฟ่โอเลท์ 15 ซอง (3 แพ็ค),297,9,5.0,5,8,1,1,0,1.0,0.1111111111111110
nestle_foodbeverage_official,https://shopee.co.th/-%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9F%E0%B8%A3%E0%B8%B5!-%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9B%E0%B9%8B%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-NESCAFE-GOLD-Crema-Jar-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%B2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.164729718.9716261649,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,[รับฟรี! กระเป๋าเนสกาแฟโกลด์] NESCAFE GOLD Crema Jar เนสกาแฟโกลด์ เครมมา 200 กรัม,374,10,5.0,5,10,1,1,0,1.0,0.1
nestle_foodbeverage_official,https://shopee.co.th/NESCAFE-GOLD-CREMA-INTENSE-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B9%8C%E0%B8%94-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%B2-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%99%E0%B8%AA%E0%B9%8C-100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-(3-%E0%B9%81%E0%B8%9E%E0%B9%87%E0%B8%84)-NestleTH-i.164729718.2512100484,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,NESCAFE GOLD CREMA INTENSE เนสกาแฟ โกล์ด เครมา อินเทนส์ 100 กรัม (3 แพ็ค) NestleTH,375,2500,4.9,1400,384,552,532,20,0.9637681159420290,0.2128
world_of_coffee_by_nescafe,https://shopee.co.th/NESCAFE-GOLD-DECAF-JAR-200-g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%94%E0%B8%B5%E0%B8%84%E0%B8%B2%E0%B8%9F-%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AA%E0%B8%81%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B8%AD%E0%B8%B5%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%A2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.301388827.7849123416,Official Mall,435,4.9,890,14,100,within minutes,จังหวัดสมุทรปราการ,8.0,NESCAFE GOLD DECAF,399,248,4.9,103,112,30,28,2,0.9333333333333330,0.11290322580645200
world_of_coffee_by_nescafe,https://shopee.co.th/NESCAFE-BLEND-37-FREEZE-DRIED-100-g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%80%E0%B8%9A%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C-37-%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%A2-100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-i.301388827.5649121781,Official Mall,435,4.9,890,14,100,within minutes,จังหวัดสมุทรปราการ,8.0,Nescafe Gold Blend,399,44,4.8,17,26,8,7,1,0.875,0.1590909090909090
nestle_foodbeverage_official,https://shopee.co.th/NESCAFE-GOLD-CREMA-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B9%8C%E0%B8%94-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%B2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%82%E0%B8%A7%E0%B8%94%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7-(2-%E0%B8%82%E0%B8%A7%E0%B8%94)-NestleTH-i.164729718.7556215164,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,NESCAFE GOLD CREMA เนสกาแฟ โกล์ด เครมมา 200 กรัม ขวดแก้ว (2 ขวด) NestleTH,490,1400,4.9,700,217,294,288,6,0.9795918367346940,0.2057142857142860
nestle_foodbeverage_official,https://shopee.co.th/NESCAFE-GOLD-CREMA-Intense-Jar-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B9%8C%E0%B8%94-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%B2-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%99%E0%B8%AA%E0%B9%8C-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-(2-%E0%B8%82%E0%B8%A7%E0%B8%94)-NestleTH-i.164729718.2512100501,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,NESCAFE GOLD CREMA Intense Jar เนสกาแฟ โกล์ด เครมมา อินเทนส์ 200 กรัม (2 ขวด) NestleTH,490,524,4.9,286,115,108,105,3,0.9722222222222220,0.20038167938931300
nestle_foodbeverage_official,https://shopee.co.th/NESCAFE-GOLD-Crema-Smooth-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%B2-%E0%B8%AA%E0%B8%A1%E0%B8%B9%E0%B8%97-%E0%B8%82%E0%B8%A7%E0%B8%94%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-2-%E0%B8%82%E0%B8%A7%E0%B8%94-i.164729718.2656813862,Official Mall,83700,4.9,32700,98,99,within minutes,จังหวัดสมุทรปราการ,21.0,NESCAFE GOLD Crema Smooth เนสกาแฟโกลด์ เครมมา สมูท ขวดแก้ว 200 กรัม 2 ขวด,490,442,5.0,240,119,78,78,0,1.0,0.17647058823529400
world_of_coffee_by_nescafe,https://shopee.co.th/NESCAFE-GOLD-ALL-ITALIANA-200-g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%AD%E0%B8%AD%E0%B8%A5-%E0%B8%AD%E0%B8%B4%E0%B8%95%E0%B8%B2%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B9%88%E0%B8%B2-%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%A2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-i.301388827.5749121770,Official Mall,436,4.9,890,14,100,within minutes,จังหวัดสมุทรปราการ,8.0,NESCAFE GOLD ALL ITALIANA 200 g เนสกาแฟ โกลด์ ออล อิตาเลียน่า คอฟฟี่ กาแฟสำเร็จรูปชนิดฟรีซดราย 200 กรัม กาแฟสำเร็จรูป,499,55,4.8,25,38,4,3,1,0.75,0.05454545454545450
world_of_coffee_by_nescafe,https://shopee.co.th/NESCAFE-GOLD-INTENSE-FREEZE-DRIED-200-g-%E0%B9%80%E0%B8%99%E0%B8%AA%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%82%E0%B8%81%E0%B8%A5%E0%B8%94%E0%B9%8C-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%94%E0%B8%A3%E0%B8%B2%E0%B8%A2-200-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-i.301388827.5549121776,Official Mall,435,4.9,890,14,100,within minutes,จังหวัดสมุทรปราการ,8.0,NESCAFE GOLD INTENSE FREEZE DRIED 200 g เนสกาแฟ โกลด์ อินเทนส์ คอฟฟี่ กาแฟสำเร็จรูปชนิดฟรีซดราย 200 กรัม กาแฟสำเร็จรูป,539,33,5.0,22,13,4,3,1,0.75,0.09090909090909090
